age,workclass,education_level,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,event_time,random_flag,source_system,event_time_std
60.0,Private,Under Graduate,6,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=80K,11/05/24,Y,crm,
36.0,Private,nan,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,,42.0,nan,nan,05/06/24,nan,crm,
61.0,Private,Under Graduate,6,Divorced,Sales,nan,White,Female,0.0,0.0,40.0,nan,<=80K,12-31-2025,nan,batch,
41.0,Unknown,nan,11,nan,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,>80K,03/02/24,N,web,
25.0,Private,nan,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,nan,Y,batch,
58.0,Private,Bachelors,13,Divorced,Craft-repair,Own-child,White,Female,,0.0,20.0,nan,<=80K,18/08/25,Y,batch,
38.0,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,36.0,Philippines,>80K,07/06/25,N,crm,
38.0,Self-emp-not-inc,Some-college,10,Divorced,Farming-fishing,nan,White,Male,,0.0,40.0,United-States,<=80K,28/09/25,Y,web,
44.0,Self-emp-not-inc,Masters,14.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,11/06/24,N,web,
70.0,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,80.0,United-States,<=80K,13/12/23,nan,batch,
67.0,Self-emp-not-inc,Under Graduate,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414.0,0.0,80.0,United-States,<=80K,11-29-2025,nan,web,
22.0,Private,nan,9,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,,United-States,<=80K,14/08/24,N,web,
64.0,State-gov,Under Graduate,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,nan,nan,batch,
47.0,Unknown,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,>80K,11/05/25,Y,app,
26.0,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,nan,Male,0.0,0.0,40.0,United-States,>80K,05/09/25,N,web,
52.0,Unknown,Under Graduate,nan,Married-civ-spouse,Sales,Husband,nan,Male,4064.0,0.0,45.0,United-States,<=80K,03-22-2026,Y,web,
23.0,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=80K,nan,Y,app,
53.0,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,20/05/24,nan,app,
25.0,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,2597.0,0.0,31.0,United-States,<=80K,13/01/24,N,web,
36.0,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829.0,0.0,40.0,United-States,<=80K,10-30-2023,Y,app,
43.0,Unknown,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=80K,09/04/25,Y,app,
22.0,Local-gov,nan,9,Never-married,Handlers-cleaners,Other-relative,White,nan,0.0,,50.0,nan,<=80K,27/03/24,N,batch,
31.0,Private,Under Graduate,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,05/07/24,nan,batch,
47.0,State-gov,Assoc-voc,11.00,Married-civ-spouse,Tech-support,nan,White,Male,0.0,0.0,48.0,United-States,nan,10/01/24,nan,web,
26.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,03/01/25,nan,web,
52.0,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45.0,United-States,>80K,05/01/24,N,app,
20.0,Private,Under Graduate,nan,Never-married,Other-service,nan,White,nan,0.0,0.0,32.0,United-States,<=80K,21/05/25,nan,crm,
47.0,Private,Under Graduate,5,Married-civ-spouse,Machine-op-inspct,Husband,White,nan,0.0,0.0,40.0,United-States,<=80K,nan,Y,crm,
39.0,Private,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,,0.0,80.0,United-States,<=80K,18/08/23,nan,batch,
20.0,Private,Some-college,10.00,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,60.0,United-States,<=80K,13/08/25,Y,app,
56.0,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4101.0,0.0,40.0,United-States,<=80K,10/10/23,Y,batch,
57.0,Private,nan,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,40.0,United-States,>80K,08/12/25,N,web,
33.0,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,,United-States,<=80K,22/09/23,Y,app,
39.0,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,15024.0,0.0,99.0,United-States,>80K,16/10/23,nan,batch,
60.0,Unknown,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,12/01/24,N,batch,
50.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=80K,08/10/24,nan,crm,
,Unknown,Prof-school,15,Married-civ-spouse,nan,Husband,White,Male,20051.0,0.0,72.0,United-States,>80K,05/12/23,Y,batch,
25.0,Unknown,Under Graduate,6.00,Married-civ-spouse,Protective-serv,Wife,Black,Female,0.0,0.0,50.0,United-States,<=80K,nan,nan,app,
32.0,State-gov,Under Graduate,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,,United-States,<=80K,10-21-2024,N,web,
69.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6418.0,0.0,45.0,United-States,>80K,03-29-2025,Y,app,
37.0,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,5178.0,0.0,40.0,United-States,>80K,18/09/23,nan,crm,
18.0,Private,Under Graduate,7,Never-married,Transport-moving,Own-child,nan,Male,0.0,0.0,16.0,United-States,<=80K,01/02/24,N,web,
43.0,Private,Under Graduate,5,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,10-16-2025,Y,crm,
53.0,State-gov,HS-grad,9.00,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,09-29-2024,nan,app,
23.0,Unknown,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,,,6.0,United-States,<=80K,11/05/25,N,crm,
36.0,Private,HS-grad,9,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,22/01/25,N,app,
33.0,Unknown,Masters,14.00,Married-civ-spouse,Tech-support,Husband,nan,Male,0.0,0.0,15.0,United-States,<=80K,18/08/25,N,batch,
66.0,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,Canada,<=80K,28/03/24,nan,batch,
37.0,Private,nan,9,nan,Sales,Husband,White,nan,15024.0,0.0,60.0,United-States,>80K,25/08/24,nan,crm,
34.0,Private,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,03-26-2025,N,web,
57.0,Unknown,Assoc-acdm,12.00,nan,Farming-fishing,nan,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=80K,23/08/23,Y,crm,
34.0,Private,Under Graduate,7.00,Divorced,Craft-repair,nan,White,Male,0.0,,40.0,United-States,<=80K,10/08/25,nan,app,
36.0,Self-emp-not-inc,Under Graduate,4,Never-married,Farming-fishing,nan,White,Male,0.0,0.0,75.0,United-States,<=80K,04/03/26,nan,batch,
21.0,Private,Under Graduate,3,Never-married,Priv-house-serv,nan,White,Female,0.0,0.0,40.0,Mexico,nan,nan,nan,batch,
,Private,Under Graduate,nan,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,02/06/24,Y,web,
,Self-emp-not-inc,Under Graduate,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,10-22-2023,nan,batch,
64.0,Private,Under Graduate,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,14/02/26,Y,web,
52.0,Private,Under Graduate,6,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35.0,United-States,<=80K,24/03/24,Y,app,
32.0,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=80K,05/09/25,Y,batch,
63.0,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,nan,0.0,0.0,40.0,South,<=80K,01/11/23,Y,app,
65.0,Private,Under Graduate,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,28.0,United-States,<=80K,08/05/25,Y,app,
46.0,Self-emp-not-inc,nan,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1672.0,50.0,United-States,nan,nan,N,app,
21.0,Private,Bachelors,13,nan,Sales,nan,White,Male,0.0,0.0,30.0,United-States,<=80K,16/03/26,nan,web,
45.0,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,,40.0,United-States,>80K,12-30-2023,N,batch,
76.0,Self-emp-not-inc,Under Graduate,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10.0,United-States,<=80K,02/11/25,nan,crm,
49.0,Private,Assoc-voc,11,Divorced,Sales,Unmarried,nan,Female,0.0,0.0,,nan,<=80K,11/12/23,Y,app,
46.0,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,nan,nan,batch,
59.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30.0,United-States,<=80K,25/04/24,Y,crm,
61.0,Private,Under Graduate,5.00,Divorced,Sales,Not-in-family,White,nan,,0.0,25.0,United-States,<=80K,12/05/24,nan,app,
36.0,Private,Under Graduate,6,Divorced,Craft-repair,nan,Black,Male,0.0,0.0,40.0,United-States,<=80K,22/09/23,N,crm,
60.0,Private,Under Graduate,3.00,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,26/10/25,N,web,
49.0,Self-emp-not-inc,Under Graduate,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65.0,United-States,<=80K,18/11/23,nan,web,
53.0,Private,Under Graduate,nan,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,45.0,Italy,<=80K,10/01/25,Y,app,
39.0,Unknown,Assoc-voc,11.00,Separated,nan,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=80K,11/06/24,Y,web,
20.0,Private,Under Graduate,3,Never-married,Handlers-cleaners,Not-in-family,White,nan,0.0,0.0,25.0,Mexico,<=80K,02-26-2025,Y,web,
58.0,Self-emp-not-inc,nan,2,Married-civ-spouse,nan,Husband,White,Male,0.0,2179.0,18.0,United-States,<=80K,15/07/25,Y,web,
38.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,36.0,United-States,<=80K,26/04/26,N,crm,
58.0,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,nan,White,Male,,0.0,40.0,United-States,>80K,02/01/25,Y,crm,
25.0,Private,Under Graduate,6,Never-married,Machine-op-inspct,nan,White,Male,0.0,,40.0,Dominican-Republic,nan,09/06/25,Y,app,
41.0,Private,Under Graduate,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,,0.0,40.0,Mexico,<=80K,01-24-2025,nan,batch,
27.0,Private,Under Graduate,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,,United-States,<=80K,02/11/23,nan,app,
38.0,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,nan,N,web,
39.0,Private,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,20/04/24,N,batch,
30.0,State-gov,Under Graduate,6.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,04-25-2025,Y,app,
21.0,Private,Some-college,10.00,Never-married,Priv-house-serv,Own-child,White,Female,0.0,0.0,40.0,United-States,<=80K,10-17-2024,N,batch,
32.0,Private,Assoc-voc,11.00,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,35.0,England,<=80K,14/10/25,N,web,
27.0,Private,Under Graduate,8.00,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,50.0,United-States,<=80K,20/09/23,N,crm,
22.0,Private,Under Graduate,5,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,28/10/24,N,batch,
48.0,Private,Under Graduate,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,45.0,China,<=80K,10/12/25,N,batch,
58.0,Private,Bachelors,nan,nan,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>80K,02-14-2026,Y,app,
52.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,17/10/25,N,batch,
54.0,Private,Assoc-voc,11,Married-civ-spouse,nan,nan,nan,Male,0.0,0.0,20.0,United-States,<=80K,09-25-2023,nan,web,
25.0,Private,Assoc-voc,11,Never-married,nan,Own-child,White,Female,0.0,0.0,60.0,United-States,<=80K,12-18-2025,Y,web,
23.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,,0.0,40.0,United-States,<=80K,30/09/23,nan,crm,
73.0,State-gov,HS-grad,9,nan,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,19/01/24,nan,crm,
67.0,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,24.0,United-States,<=80K,nan,Y,app,
33.0,Private,nan,10,Married-civ-spouse,Exec-managerial,Husband,nan,Male,0.0,0.0,45.0,United-States,<=80K,08/12/24,N,web,
24.0,Local-gov,Under Graduate,6,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=80K,11/03/24,N,crm,
26.0,Private,Under Graduate,7,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,24/05/24,N,app,
23.0,Private,Under Graduate,6,Never-married,Handlers-cleaners,nan,Other,Male,0.0,0.0,40.0,United-States,<=80K,08/05/25,nan,app,
28.0,Private,Masters,14,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=80K,02/01/26,nan,app,
52.0,Private,Bachelors,13,Married-civ-spouse,nan,nan,Black,Male,0.0,0.0,40.0,United-States,>80K,10/11/23,N,web,
41.0,Private,Under Graduate,6,Never-married,Handlers-cleaners,Unmarried,nan,Male,0.0,0.0,50.0,United-States,<=80K,14/04/24,nan,web,
,Self-emp-inc,nan,9,Never-married,Other-service,nan,Asian-Pac-Islander,Female,0.0,,30.0,India,<=80K,nan,Y,web,
57.0,Private,nan,3,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,Cuba,nan,04/10/24,nan,app,
66.0,Private,Under Graduate,7,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,26.0,United-States,<=80K,02/07/25,N,crm,
70.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,2174.0,40.0,United-States,>80K,09/11/25,Y,web,
23.0,Private,Under Graduate,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,<=80K,03/08/25,nan,batch,
39.0,Private,nan,10,Married-civ-spouse,Other-service,Wife,White,nan,0.0,0.0,15.0,United-States,<=80K,15/08/23,Y,crm,
72.0,Private,nan,13,Married-civ-spouse,nan,Husband,White,Male,1455.0,0.0,6.0,United-States,<=80K,07/09/25,nan,web,
27.0,Private,Under Graduate,7.00,Never-married,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=80K,nan,Y,app,
36.0,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,07-28-2024,N,app,
33.0,Private,nan,7,Separated,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,30.0,United-States,<=80K,01/10/24,nan,crm,
42.0,Unknown,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,,United-States,<=80K,09/04/24,nan,batch,
44.0,Unknown,nan,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,01-17-2025,N,web,
21.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,nan,N,web,
58.0,Unknown,Under Graduate,4,Widowed,Farming-fishing,Other-relative,White,Female,0.0,0.0,45.0,Guatemala,<=80K,08/07/25,N,crm,
47.0,Private,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=80K,22/08/23,Y,web,
,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,2002.0,40.0,England,<=80K,08/01/25,N,batch,
34.0,Private,Under Graduate,6,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,nan,02/12/23,Y,web,
33.0,Private,Under Graduate,4,Married-civ-spouse,Craft-repair,Husband,White,nan,0.0,0.0,40.0,United-States,<=80K,25/02/24,Y,batch,
19.0,Private,Under Graduate,nan,Separated,Prof-specialty,Own-child,White,Female,1055.0,0.0,40.0,United-States,<=80K,14/10/24,nan,batch,
38.0,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10520.0,,50.0,United-States,>80K,06-30-2024,nan,batch,
52.0,Private,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,25.0,United-States,<=80K,22/09/25,N,batch,
41.0,Private,Under Graduate,3.00,nan,Other-service,Husband,nan,Male,0.0,1579.0,40.0,nan,<=80K,15/09/23,Y,crm,
26.0,State-gov,Under Graduate,7,Divorced,Other-service,Unmarried,nan,Female,0.0,0.0,40.0,United-States,<=80K,08/08/23,N,app,
60.0,Private,Under Graduate,6,nan,Transport-moving,nan,nan,Male,0.0,0.0,40.0,United-States,<=80K,04-27-2024,nan,web,
36.0,Private,HS-grad,9,nan,Tech-support,Husband,White,nan,0.0,0.0,45.0,United-States,>80K,30/01/24,Y,batch,
38.0,Private,Under Graduate,4,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,20/03/25,Y,app,
54.0,Private,Under Graduate,3,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,51.0,United-States,<=80K,24/12/23,Y,crm,
19.0,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=80K,22/04/25,nan,app,
59.0,Private,Under Graduate,7,Married-civ-spouse,Other-service,Wife,White,Female,3908.0,0.0,28.0,United-States,<=80K,10-16-2024,N,web,
48.0,Private,Under Graduate,4,nan,Transport-moving,nan,White,Male,0.0,1672.0,55.0,United-States,<=80K,nan,nan,web,
35.0,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,09-21-2024,Y,batch,
51.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,nan,White,nan,0.0,0.0,8.0,United-States,<=80K,04/05/25,Y,batch,
52.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,nan,Male,0.0,1902.0,50.0,Greece,>80K,13/02/24,N,crm,
47.0,Private,Under Graduate,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,<=80K,23/11/23,Y,app,
22.0,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=80K,nan,nan,batch,
52.0,Private,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,nan,0.0,0.0,40.0,United-States,>80K,07/08/25,Y,crm,
27.0,State-gov,nan,10,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,nan,04/09/24,N,app,
27.0,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,23/05/25,nan,web,
21.0,Private,nan,10,Never-married,Sales,Own-child,nan,Female,0.0,0.0,15.0,United-States,<=80K,06/12/23,nan,web,
41.0,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,,40.0,United-States,>80K,06-30-2025,nan,batch,
27.0,Local-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,07/03/26,nan,app,
62.0,Private,HS-grad,nan,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>80K,27/07/24,N,web,
36.0,Private,Under Graduate,8.00,Divorced,Handlers-cleaners,Not-in-family,nan,Male,0.0,0.0,40.0,United-States,<=80K,10-20-2023,Y,web,
64.0,Private,Some-college,10,nan,Exec-managerial,Wife,White,Female,10566.0,0.0,35.0,United-States,<=80K,17/07/24,N,web,
66.0,Unknown,Under Graduate,nan,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,<=80K,10/03/24,Y,batch,
23.0,Unknown,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,,Poland,<=80K,09/06/24,nan,crm,
60.0,Private,Under Graduate,3.00,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico,<=80K,05/11/23,Y,app,
42.0,Unknown,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=80K,09-17-2025,Y,batch,
,Self-emp-not-inc,nan,9,Never-married,Farming-fishing,Own-child,White,nan,0.0,0.0,80.0,United-States,<=80K,09/05/23,Y,crm,
38.0,Self-emp-not-inc,nan,4,nan,Farming-fishing,Husband,White,Male,0.0,0.0,56.0,United-States,<=80K,11/06/24,Y,web,
60.0,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,Philippines,<=80K,10/10/24,Y,web,
45.0,Local-gov,Under Graduate,5,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,02-16-2024,nan,crm,
19.0,Unknown,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,,32.0,United-States,<=80K,02/12/23,nan,crm,
58.0,Private,Under Graduate,4.00,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=80K,07/03/25,nan,web,
55.0,Self-emp-inc,Masters,14,Widowed,nan,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=80K,12/03/25,Y,web,
45.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,55.0,United-States,nan,14/02/24,N,crm,
35.0,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,<=80K,03/03/24,N,batch,
50.0,Private,Under Graduate,7,Married-civ-spouse,Craft-repair,Husband,nan,Male,0.0,0.0,40.0,United-States,<=80K,17/07/25,N,batch,
28.0,Private,Under Graduate,3,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=80K,01/06/25,Y,batch,
40.0,Private,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=80K,11-27-2023,N,web,
31.0,Private,Assoc-voc,11.00,Never-married,Protective-serv,Own-child,Black,Male,0.0,,,United-States,<=80K,21/10/25,nan,web,
84.0,Local-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,33.0,United-States,<=80K,11-14-2024,Y,web,
47.0,Private,nan,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,Germany,<=80K,11-28-2024,N,crm,
62.0,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,nan,0.0,0.0,40.0,nan,<=80K,13/11/24,Y,app,
46.0,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,nan,Male,0.0,0.0,65.0,United-States,<=80K,nan,nan,web,
63.0,Self-emp-not-inc,Under Graduate,4,Married-civ-spouse,nan,Husband,White,Male,,0.0,15.0,nan,<=80K,04/12/25,Y,app,
70.0,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,2329.0,0.0,20.0,United-States,<=80K,08-28-2024,nan,web,
31.0,Private,Under Graduate,7,Never-married,nan,Not-in-family,White,Male,0.0,,40.0,United-States,<=80K,02/09/25,nan,batch,
58.0,Private,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,,0.0,45.0,United-States,<=80K,26/06/25,N,app,
40.0,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,>80K,13/10/24,nan,crm,
41.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,54.0,United-States,<=80K,nan,N,app,
60.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,<=80K,06/01/24,N,batch,
28.0,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>80K,22/09/25,N,web,
44.0,Private,Masters,14,Separated,Sales,Unmarried,White,Female,0.0,0.0,48.0,United-States,<=80K,09/07/23,N,batch,
73.0,State-gov,Under Graduate,4,Divorced,Other-service,Not-in-family,nan,Female,0.0,0.0,40.0,United-States,<=80K,11-29-2024,nan,app,
34.0,Unknown,Under Graduate,7,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,05-19-2024,N,batch,
39.0,Private,Under Graduate,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,25.0,United-States,<=80K,11/07/24,nan,batch,
19.0,Private,Under Graduate,7,nan,Craft-repair,Not-in-family,White,Male,0.0,0.0,56.0,United-States,<=80K,10-29-2025,nan,web,
24.0,Private,Under Graduate,nan,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,<=80K,11/01/26,Y,batch,
21.0,Private,nan,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=80K,22/11/25,Y,web,
39.0,Private,nan,10,Divorced,Adm-clerical,Unmarried,nan,Female,0.0,0.0,40.0,United-States,<=80K,03-28-2026,N,batch,
45.0,State-gov,Masters,14,Married-civ-spouse,nan,Husband,White,Male,,0.0,60.0,United-States,>80K,09/01/25,N,batch,
24.0,Private,nan,9,Separated,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States,<=80K,01-22-2026,nan,crm,
41.0,Local-gov,Some-college,10.00,nan,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=80K,22/10/25,N,web,
58.0,Local-gov,Under Graduate,3,Divorced,Other-service,Other-relative,Black,Female,0.0,0.0,40.0,Haiti,<=80K,27/12/25,N,app,
